,price,minimum_nights,longitude,latitude,price_per_minimum_night,neighbourhood,neighbourhood_group,room_type
388,110,4,-73.92747,40.68448,27.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
389,290,2,-74.00208,40.74412,145.0,Chelsea,Manhattan,Private room
391,190,4,-73.94061,40.70665,47.5,Williamsburg,Brooklyn,Entire home/apt
392,200,2,-73.95952,40.72063,100.0,Williamsburg,Brooklyn,Entire home/apt
393,165,2,-73.98082,40.67644,82.5,Park Slope,Brooklyn,Entire home/apt
394,110,2,-73.94794,40.80481,55.0,Harlem,Manhattan,Entire home/apt
395,395,2,-73.99143,40.72533,197.5,East Village,Manhattan,Entire home/apt
396,99,2,-73.93038,40.68569,49.5,Bedford-Stuyvesant,Brooklyn,Private room
397,39,1,-73.97255,40.64302,39.0,Kensington,Brooklyn,Private room
398,189,2,-73.98857,40.72939,94.5,East Village,Manhattan,Entire home/apt
400,260,30,-73.9926,40.66862,8.666666666666666,Gowanus,Brooklyn,Entire home/apt
401,122,1,-73.94453,40.81333,122.0,Harlem,Manhattan,Entire home/apt
402,165,2,-73.95199,40.72473,82.5,Greenpoint,Brooklyn,Entire home/apt
403,97,3,-73.85262,40.70925,32.333333333333336,Forest Hills,Queens,Entire home/apt
406,130,4,-73.97926,40.7463,32.5,Murray Hill,Manhattan,Private room
407,225,10,-73.95849,40.71823,22.5,Williamsburg,Brooklyn,Entire home/apt
408,50,2,-73.94886,40.651,25.0,East Flatbush,Brooklyn,Private room
409,170,3,-73.97598,40.68626,56.666666666666664,Fort Greene,Brooklyn,Entire home/apt
411,250,7,-73.97616,40.67632,35.714285714285715,Park Slope,Brooklyn,Entire home/apt
412,141,5,-73.94254,40.72212,28.2,Greenpoint,Brooklyn,Entire home/apt
413,64,20,-73.95151,40.67456,3.2,Crown Heights,Brooklyn,Entire home/apt
414,249,3,-73.96019,40.71363,83.0,Williamsburg,Brooklyn,Entire home/apt
416,185,2,-73.97581,40.72274,92.5,East Village,Manhattan,Entire home/apt
417,120,3,-73.9828,40.6858,40.0,Boerum Hill,Brooklyn,Entire home/apt
418,495,1,-73.97654,40.67535,495.0,Park Slope,Brooklyn,Entire home/apt
420,175,3,-73.99706,40.72094,58.333333333333336,Nolita,Manhattan,Entire home/apt
422,259,8,-73.9532,40.80473,32.375,Harlem,Manhattan,Entire home/apt
427,250,4,-73.97675,40.65749,62.5,Windsor Terrace,Brooklyn,Entire home/apt
428,295,2,-73.94688,40.80474,147.5,Harlem,Manhattan,Entire home/apt
430,451,2,-73.94144,40.71541,225.5,Williamsburg,Brooklyn,Entire home/apt
431,165,2,-73.96245,40.79765,82.5,Upper West Side,Manhattan,Entire home/apt
433,77,1,-73.8639,40.89747,77.0,Woodlawn,Bronx,Entire home/apt
435,129,1,-73.91098,40.75725,129.0,Astoria,Queens,Entire home/apt
438,95,7,-73.9782,40.72674,13.571428571428571,East Village,Manhattan,Private room
439,55,3,-73.94571,40.81156,18.333333333333332,Harlem,Manhattan,Private room
440,300,2,-73.95016,40.80497,150.0,Harlem,Manhattan,Entire home/apt
441,42,40,-73.91806,40.7385,1.05,Sunnyside,Queens,Private room
442,125,2,-73.95671,40.72937,62.5,Greenpoint,Brooklyn,Entire home/apt
443,175,3,-73.98438,40.72587,58.333333333333336,East Village,Manhattan,Private room
444,75,3,-73.9463,40.82426,25.0,Harlem,Manhattan,Private room
445,255,45,-73.96272,40.71624,5.666666666666667,Williamsburg,Brooklyn,Entire home/apt
446,72,31,-73.94081,40.68101,2.3225806451612905,Bedford-Stuyvesant,Brooklyn,Entire home/apt
447,165,1,-73.91989,40.68669,165.0,Bedford-Stuyvesant,Brooklyn,Private room
448,165,5,-73.95914,40.71534,33.0,Williamsburg,Brooklyn,Entire home/apt
449,75,3,-73.96024,40.68288,25.0,Clinton Hill,Brooklyn,Private room
451,139,2,-73.94284,40.70867,69.5,Williamsburg,Brooklyn,Entire home/apt
452,88,1,-73.93908,40.67963,88.0,Bedford-Stuyvesant,Brooklyn,Private room
453,80,1,-73.93908,40.6798,80.0,Bedford-Stuyvesant,Brooklyn,Private room
456,200,2,-73.97995,40.72972,100.0,East Village,Manhattan,Entire home/apt
457,42,40,-73.91681,40.74102,1.05,Sunnyside,Queens,Private room
459,295,3,-73.94633,40.83096,98.33333333333333,Harlem,Manhattan,Entire home/apt
460,450,5,-73.95745,40.71323,90.0,Williamsburg,Brooklyn,Entire home/apt
461,130,2,-73.9506,40.67212,65.0,Crown Heights,Brooklyn,Entire home/apt
463,198,5,-73.95139,40.80523,39.6,Harlem,Manhattan,Entire home/apt
464,99,2,-73.98917,40.72636,49.5,East Village,Manhattan,Entire home/apt
465,46,4,-73.93956,40.72185,11.5,Greenpoint,Brooklyn,Private room
466,140,2,-73.99683,40.72351,70.0,SoHo,Manhattan,Private room
468,75,5,-73.95916,40.80525,15.0,Morningside Heights,Manhattan,Private room
469,33,44,-73.91901,40.74,0.75,Sunnyside,Queens,Private room
470,250,31,-73.96049,40.80006,8.064516129032258,Upper West Side,Manhattan,Entire home/apt
472,75,2,-73.94303,40.84468,37.5,Washington Heights,Manhattan,Private room
474,205,9,-73.99483,40.74342,22.77777777777778,Chelsea,Manhattan,Entire home/apt
476,60,1,-73.97643,40.6788,60.0,Park Slope,Brooklyn,Private room
477,185,2,-73.98042,40.77886,92.5,Upper West Side,Manhattan,Entire home/apt
478,190,3,-73.97879,40.72578,63.333333333333336,East Village,Manhattan,Entire home/apt
479,105,28,-73.98537,40.66085,3.75,South Slope,Brooklyn,Entire home/apt
480,250,2,-73.94503,40.80113,125.0,East Harlem,Manhattan,Entire home/apt
482,65,2,-73.94934,40.82411,32.5,Harlem,Manhattan,Private room
484,37,4,-73.90675,40.85811,9.25,University Heights,Bronx,Private room
485,85,2,-73.96524,40.70667,42.5,Williamsburg,Brooklyn,Entire home/apt
488,85,2,-73.97611,40.68768,42.5,Fort Greene,Brooklyn,Private room
489,170,2,-73.94558,40.80224,85.0,Harlem,Manhattan,Private room
490,115,3,-73.98842,40.71473,38.333333333333336,Lower East Side,Manhattan,Private room
491,89,5,-73.95359,40.80518,17.8,Harlem,Manhattan,Private room
492,49,3,-73.95329,40.80827,16.333333333333332,Harlem,Manhattan,Shared room
493,91,3,-73.95812,40.72901,30.333333333333332,Greenpoint,Brooklyn,Private room
494,400,2,-73.98452,40.73476,200.0,Gramercy,Manhattan,Entire home/apt
497,97,3,-73.95969,40.67505,32.333333333333336,Crown Heights,Brooklyn,Entire home/apt
498,100,4,-73.98201,40.72974,25.0,East Village,Manhattan,Private room
499,179,4,-73.95425,40.70925,44.75,Williamsburg,Brooklyn,Entire home/apt
500,500,2,-73.95226,40.72315,250.0,Greenpoint,Brooklyn,Entire home/apt
502,189,6,-73.97686,40.74112,31.5,Kips Bay,Manhattan,Entire home/apt
503,120,2,-73.98217,40.72019,60.0,Lower East Side,Manhattan,Private room
504,300,1,-73.99666,40.72133,300.0,Nolita,Manhattan,Entire home/apt
505,107,30,-73.92163,40.75744,3.566666666666667,Astoria,Queens,Entire home/apt
506,95,30,-73.9202,40.75695,3.1666666666666665,Astoria,Queens,Entire home/apt
507,199,2,-73.94651,40.8296,99.5,Harlem,Manhattan,Entire home/apt
508,120,2,-73.9468,40.79056,60.0,East Harlem,Manhattan,Entire home/apt
509,199,15,-73.99977,40.73631,13.266666666666667,West Village,Manhattan,Entire home/apt
510,125,2,-73.85709,40.86466,62.5,Allerton,Bronx,Entire home/apt
511,70,2,-73.96199,40.71312,35.0,Williamsburg,Brooklyn,Private room
513,100,30,-74.00166,40.73712,3.3333333333333335,West Village,Manhattan,Private room
514,99,2,-73.95097,40.69242,49.5,Bedford-Stuyvesant,Brooklyn,Entire home/apt
516,350,6,-73.95803,40.7158,58.333333333333336,Williamsburg,Brooklyn,Entire home/apt
517,170,3,-73.97299,40.68262,56.666666666666664,Prospect Heights,Brooklyn,Entire home/apt
519,99,1,-73.99388,40.76311,99.0,Hell's Kitchen,Manhattan,Private room
520,255,4,-74.00454,40.74695,63.75,Chelsea,Manhattan,Private room
521,169,3,-73.87305,40.67497,56.333333333333336,East New York,Brooklyn,Entire home/apt
522,99,4,-73.94813,40.66788,24.75,Crown Heights,Brooklyn,Entire home/apt
523,169,7,-73.95944,40.76684,24.142857142857142,Upper East Side,Manhattan,Entire home/apt
524,160,3,-73.95445,40.68967,53.333333333333336,Bedford-Stuyvesant,Brooklyn,Entire home/apt
525,215,3,-73.96501,40.67946,71.66666666666667,Prospect Heights,Brooklyn,Entire home/apt
526,130,3,-73.98083,40.66944,43.333333333333336,Park Slope,Brooklyn,Entire home/apt
527,110,3,-73.97748,40.72566,36.666666666666664,East Village,Manhattan,Private room
528,150,28,-73.99181,40.7709,5.357142857142857,Hell's Kitchen,Manhattan,Private room
529,65,30,-73.95958,40.71943,2.1666666666666665,Williamsburg,Brooklyn,Private room
530,75,2,-73.92466,40.74249,37.5,Sunnyside,Queens,Private room
532,89,6,-73.96128,40.7969,14.833333333333334,Upper West Side,Manhattan,Private room
533,50,1,-73.94553,40.83403,50.0,Washington Heights,Manhattan,Private room
534,43,1,-73.95641,40.65513,43.0,Prospect-Lefferts Gardens,Brooklyn,Private room
535,42,1,-73.95539,40.65589,42.0,Prospect-Lefferts Gardens,Brooklyn,Private room
536,85,1,-73.94501,40.70275,85.0,Williamsburg,Brooklyn,Private room
537,139,3,-73.93569,40.68897,46.333333333333336,Bedford-Stuyvesant,Brooklyn,Entire home/apt
538,105,1,-73.98136,40.67617,105.0,Park Slope,Brooklyn,Private room
540,149,1,-73.99067,40.76415,149.0,Hell's Kitchen,Manhattan,Entire home/apt
541,68,2,-73.94718,40.83127,34.0,Harlem,Manhattan,Private room
542,99,3,-73.95592,40.68497,33.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
543,75,3,-73.94174,40.82922,25.0,Harlem,Manhattan,Private room
544,100,2,-73.94362,40.71137,50.0,Williamsburg,Brooklyn,Private room
546,160,30,-73.98195,40.73089,5.333333333333333,East Village,Manhattan,Entire home/apt
547,190,4,-73.97859,40.6755,47.5,Park Slope,Brooklyn,Entire home/apt
550,248,2,-73.96161,40.68634,124.0,Clinton Hill,Brooklyn,Entire home/apt
551,100,6,-73.9497,40.7093,16.666666666666668,Williamsburg,Brooklyn,Private room
552,95,3,-73.99752,40.713,31.666666666666668,Chinatown,Manhattan,Private room
553,150,1,-73.9883,40.75895,150.0,Theater District,Manhattan,Private room
554,145,3,-73.94113,40.68186,48.333333333333336,Bedford-Stuyvesant,Brooklyn,Entire home/apt
555,41,2,-73.91076,40.68364,20.5,Bushwick,Brooklyn,Private room
556,120,4,-73.9428,40.71893,30.0,Williamsburg,Brooklyn,Entire home/apt
557,50,3,-73.92039,40.82802,16.666666666666668,Concourse Village,Bronx,Private room
559,195,14,-73.96596,40.71413,13.928571428571429,Williamsburg,Brooklyn,Entire home/apt
560,70,4,-73.94079,40.58422,17.5,Sheepshead Bay,Brooklyn,Entire home/apt
562,145,3,-73.93323,40.69025,48.333333333333336,Bedford-Stuyvesant,Brooklyn,Entire home/apt
563,50,28,-73.92458,40.73826,1.7857142857142858,Sunnyside,Queens,Private room
564,185,3,-73.96115,40.73049,61.666666666666664,Greenpoint,Brooklyn,Entire home/apt
567,230,2,-73.98863,40.75877,115.0,Theater District,Manhattan,Entire home/apt
569,40,1,-73.92204,40.70051,40.0,Bushwick,Brooklyn,Private room
571,80,2,-74.14388,40.60742,40.0,Emerson Hill,Staten Island,Private room
572,79,3,-73.95741,40.68741,26.333333333333332,Bedford-Stuyvesant,Brooklyn,Private room
573,95,30,-73.9211,40.75627,3.1666666666666665,Long Island City,Queens,Entire home/apt
574,300,2,-73.9619,40.79816,150.0,Upper West Side,Manhattan,Entire home/apt
575,100,30,-74.0307,40.61927,3.3333333333333335,Fort Hamilton,Brooklyn,Entire home/apt
576,80,7,-73.95208,40.8078,11.428571428571429,Harlem,Manhattan,Private room
577,110,1,-73.99399,40.61922,110.0,Bensonhurst,Brooklyn,Entire home/apt
578,172,4,-73.96148,40.68275,43.0,Clinton Hill,Brooklyn,Entire home/apt
579,199,1,-73.98416,40.71813,199.0,Lower East Side,Manhattan,Entire home/apt
580,199,1,-73.98401,40.71892,199.0,Lower East Side,Manhattan,Entire home/apt
581,100,1,-73.95545,40.816,100.0,Harlem,Manhattan,Private room
582,55,4,-73.95153,40.82748,13.75,Harlem,Manhattan,Private room
584,146,3,-73.97901,40.72229,48.666666666666664,East Village,Manhattan,Entire home/apt
586,116,29,-73.95298,40.72595,4.0,Greenpoint,Brooklyn,Entire home/apt
587,150,3,-74.00817,40.71193,50.0,Tribeca,Manhattan,Private room
588,120,2,-73.97847,40.68012,60.0,Park Slope,Brooklyn,Private room
589,199,4,-73.99865,40.74233,49.75,Chelsea,Manhattan,Entire home/apt
590,150,5,-73.96665,40.67424,30.0,Prospect Heights,Brooklyn,Entire home/apt
591,69,1,-73.95298,40.80486,69.0,Harlem,Manhattan,Private room
592,300,55,-73.95048,40.80307,5.454545454545454,Harlem,Manhattan,Private room
595,79,3,-73.95494,40.68749,26.333333333333332,Bedford-Stuyvesant,Brooklyn,Private room
596,130,3,-73.97538,40.68645,43.333333333333336,Fort Greene,Brooklyn,Private room
597,239,1,-73.96711,40.68999,239.0,Clinton Hill,Brooklyn,Private room
598,75,6,-74.06824,40.61077,12.5,Shore Acres,Staten Island,Entire home/apt
599,220,3,-73.94576,40.71126,73.33333333333333,Williamsburg,Brooklyn,Entire home/apt
600,80,3,-73.94949,40.67855,26.666666666666668,Bedford-Stuyvesant,Brooklyn,Entire home/apt
601,288,2,-73.9853,40.72416,144.0,East Village,Manhattan,Entire home/apt
602,135,4,-73.92521,40.68516,33.75,Bedford-Stuyvesant,Brooklyn,Entire home/apt
603,225,3,-74.00048,40.73507,75.0,West Village,Manhattan,Entire home/apt
604,110,30,-73.99828,40.71611,3.6666666666666665,Chinatown,Manhattan,Private room
605,100,7,-73.93946,40.67964,14.285714285714286,Bedford-Stuyvesant,Brooklyn,Entire home/apt
606,130,2,-73.99,40.76189,65.0,Hell's Kitchen,Manhattan,Private room
607,89,1,-73.98035,40.72645,89.0,East Village,Manhattan,Private room
609,80,2,-73.95167,40.69046,40.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
610,50,5,-73.92158,40.83001,10.0,Concourse,Bronx,Private room
611,135,28,-73.94535,40.79239,4.821428571428571,East Harlem,Manhattan,Entire home/apt
612,90,1,-73.98274,40.72709,90.0,East Village,Manhattan,Private room
613,270,5,-74.00168,40.72599,54.0,SoHo,Manhattan,Private room
614,110,3,-73.94219,40.68309,36.666666666666664,Bedford-Stuyvesant,Brooklyn,Entire home/apt
615,145,1,-73.93433,40.79442,145.0,East Harlem,Manhattan,Entire home/apt
616,179,30,-73.99675,40.76166,5.966666666666667,Hell's Kitchen,Manhattan,Entire home/apt
617,55,1,-73.90867,40.70163,55.0,Ridgewood,Queens,Private room
618,110,2,-73.96842,40.75575,55.0,Midtown,Manhattan,Private room
619,325,5,-73.94197,40.80903,65.0,Harlem,Manhattan,Entire home/apt
620,75,30,-73.95295,40.74581,2.5,Long Island City,Queens,Private room
622,130,30,-74.00381,40.74,4.333333333333333,West Village,Manhattan,Private room
623,190,30,-73.97065,40.75348,6.333333333333333,Midtown,Manhattan,Entire home/apt
624,200,3,-73.98506,40.72066,66.66666666666667,Lower East Side,Manhattan,Entire home/apt
625,180,2,-73.95497,40.71746,90.0,Williamsburg,Brooklyn,Entire home/apt
626,350,5,-73.9847,40.70257,70.0,DUMBO,Brooklyn,Entire home/apt
628,195,30,-73.98186,40.73833,6.5,Kips Bay,Manhattan,Entire home/apt
631,75,28,-73.91687,40.77679,2.6785714285714284,Ditmars Steinway,Queens,Entire home/apt
634,85,5,-73.97019,40.68501,17.0,Fort Greene,Brooklyn,Private room
636,55,1,-73.96542,40.67722,55.0,Prospect Heights,Brooklyn,Private room
637,438,1,-73.96703,40.68975,438.0,Clinton Hill,Brooklyn,Private room
638,110,6,-73.95866,40.69221,18.333333333333332,Bedford-Stuyvesant,Brooklyn,Entire home/apt
639,200,2,-74.00635,40.72969,100.0,West Village,Manhattan,Entire home/apt
640,279,1,-73.96602,40.6893,279.0,Clinton Hill,Brooklyn,Private room
642,280,3,-73.94878,40.68016,93.33333333333333,Bedford-Stuyvesant,Brooklyn,Entire home/apt
643,199,30,-73.95508,40.70875,6.633333333333334,Williamsburg,Brooklyn,Entire home/apt
644,71,4,-73.92886,40.85888,17.75,Inwood,Manhattan,Private room
645,42,2,-73.90023,40.8679,21.0,Kingsbridge,Bronx,Private room
646,180,2,-73.95383,40.6889,90.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
647,226,5,-73.99637,40.75127,45.2,Chelsea,Manhattan,Entire home/apt
648,85,3,-73.94421,40.67607,28.333333333333332,Crown Heights,Brooklyn,Private room
650,79,4,-73.88066,40.7347,19.75,Elmhurst,Queens,Entire home/apt
651,154,1,-73.98851,40.71876,154.0,Lower East Side,Manhattan,Entire home/apt
652,199,3,-73.95385,40.73787,66.33333333333333,Greenpoint,Brooklyn,Entire home/apt
653,700,3,-74.00287,40.73066,233.33333333333334,West Village,Manhattan,Entire home/apt
656,100,1,-73.91918,40.68707,100.0,Bedford-Stuyvesant,Brooklyn,Private room
660,125,1,-73.94288,40.81068,125.0,Harlem,Manhattan,Private room
662,850,3,-73.99944,40.73129,283.3333333333333,Greenwich Village,Manhattan,Entire home/apt
663,129,2,-73.95737,40.71628,64.5,Williamsburg,Brooklyn,Private room
664,140,1,-73.9726,40.78558,140.0,Upper West Side,Manhattan,Private room
665,115,4,-73.991,40.7146,28.75,Chinatown,Manhattan,Private room
668,199,3,-73.95284,40.73693,66.33333333333333,Greenpoint,Brooklyn,Entire home/apt
669,199,3,-73.9533,40.73641,66.33333333333333,Greenpoint,Brooklyn,Entire home/apt
670,199,3,-73.95254,40.73794,66.33333333333333,Greenpoint,Brooklyn,Entire home/apt
671,69,1,-73.96726,40.58147,69.0,Brighton Beach,Brooklyn,Private room
672,185,2,-73.96323,40.79771,92.5,Upper West Side,Manhattan,Entire home/apt
674,199,3,-73.95323,40.7373,66.33333333333333,Greenpoint,Brooklyn,Entire home/apt
675,199,3,-73.95271,40.73708,66.33333333333333,Greenpoint,Brooklyn,Entire home/apt
676,199,3,-73.95236,40.73652,66.33333333333333,Greenpoint,Brooklyn,Entire home/apt
677,199,3,-73.95316,40.73693,66.33333333333333,Greenpoint,Brooklyn,Entire home/apt
678,199,3,-73.95324,40.73784,66.33333333333333,Greenpoint,Brooklyn,Entire home/apt
679,349,3,-73.95247,40.73674,116.33333333333333,Greenpoint,Brooklyn,Private room
680,249,3,-73.95259,40.73783,83.0,Greenpoint,Brooklyn,Private room
681,299,3,-73.95296,40.73714,99.66666666666667,Greenpoint,Brooklyn,Private room
682,179,3,-73.9545,40.73731,59.666666666666664,Greenpoint,Brooklyn,Private room
683,54,5,-73.89344,40.74965,10.8,Jackson Heights,Queens,Private room
684,599,3,-73.95316,40.73793,199.66666666666666,Greenpoint,Brooklyn,Private room
686,220,2,-73.91566,40.70271,110.0,Bushwick,Brooklyn,Entire home/apt
687,89,30,-73.9529,40.7116,2.966666666666667,Williamsburg,Brooklyn,Private room
688,170,2,-73.94885,40.69241,85.0,Bedford-Stuyvesant,Brooklyn,Entire home/apt
689,495,7,-73.99424,40.72004,70.71428571428571,Nolita,Manhattan,Entire home/apt
690,80,10,-73.92398,40.74511,8.0,Sunnyside,Queens,Entire home/apt
691,760,2,-74.00253,40.74599,380.0,Chelsea,Manhattan,Entire home/apt
692,98,4,-73.99385,40.68946,24.5,Cobble Hill,Brooklyn,Private room
693,125,30,-73.95473,40.68226,4.166666666666667,Bedford-Stuyvesant,Brooklyn,Entire home/apt
695,64,3,-73.9489,40.71408,21.333333333333332,Williamsburg,Brooklyn,Private room
697,139,3,-73.98454,40.67379,46.333333333333336,Park Slope,Brooklyn,Entire home/apt
699,325,4,-74.00532,40.74031,81.25,West Village,Manhattan,Entire home/apt
702,250,2,-74.06479,40.59251,125.0,Arrochar,Staten Island,Entire home/apt
704,125,2,-74.06659,40.59262,62.5,Arrochar,Staten Island,Entire home/apt
706,189,2,-73.95021,40.76928,94.5,Upper East Side,Manhattan,Entire home/apt
707,130,3,-73.95289,40.68338,43.333333333333336,Bedford-Stuyvesant,Brooklyn,Entire home/apt
709,101,7,-74.01345,40.70523,14.428571428571429,Financial District,Manhattan,Private room
712,153,31,-73.99022,40.72087,4.935483870967742,Lower East Side,Manhattan,Entire home/apt
713,92,4,-73.94219,40.64468,23.0,East Flatbush,Brooklyn,Entire home/apt
714,80,5,-73.98966,40.7193,16.0,Lower East Side,Manhattan,Private room
715,300,4,-74.0042,40.73312,75.0,West Village,Manhattan,Entire home/apt
716,145,3,-73.97676,40.69778,48.333333333333336,Fort Greene,Brooklyn,Entire home/apt
718,155,1,-73.94516,40.82151,155.0,Harlem,Manhattan,Entire home/apt
721,225,2,-73.9765,40.79433,112.5,Upper West Side,Manhattan,Entire home/apt
722,85,7,-73.95549,40.81055,12.142857142857142,Morningside Heights,Manhattan,Private room
723,99,2,-73.95231,40.6711,49.5,Crown Heights,Brooklyn,Private room
727,310,5,-73.99438,40.72313,62.0,Nolita,Manhattan,Entire home/apt
729,109,30,-73.97289,40.78448,3.6333333333333333,Upper West Side,Manhattan,Entire home/apt
730,167,30,-73.97447,40.78304,5.566666666666666,Upper West Side,Manhattan,Entire home/apt
731,147,15,-73.97125,40.68737,9.8,Fort Greene,Brooklyn,Entire home/apt
733,195,4,-73.98773,40.71992,48.75,Lower East Side,Manhattan,Entire home/apt
737,50,2,-73.8447,40.89557,25.0,Wakefield,Bronx,Private room
738,60,2,-73.97296,40.64277,30.0,Kensington,Brooklyn,Private room
739,99,3,-73.94466,40.79111,33.0,East Harlem,Manhattan,Private room
740,130,2,-73.95257,40.79951,65.0,Harlem,Manhattan,Entire home/apt
742,350,3,-74.00195,40.75114,116.66666666666667,Chelsea,Manhattan,Entire home/apt
743,50,3,-73.93216,40.66431,16.666666666666668,Crown Heights,Brooklyn,Private room
744,96,2,-73.95012,40.74579,48.0,Long Island City,Queens,Private room
745,45,15,-73.92673,40.70278,3.0,Bushwick,Brooklyn,Private room
746,85,2,-73.91122,40.74409,42.5,Woodside,Queens,Private room
